"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Fu M.; Ji Y.","Fu, Mengxuan (60240011800); Ji, Yuan (57193135116)","60240011800; 57193135116","Gaze-Enhanced Genetic Optimization for Near-Eye Display Video Compression","2026","Proceedings of SPIE - The International Society for Optical Engineering","14000","","1400052","","","0","10.1117/12.3107955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027932090&doi=10.1117%2F12.3107955&partnerID=40&md5=37801cd0cb484c377c6b595b158365fc","Behavioral research; Binocular vision; Binoculars; Compression ratio (machinery); Computer vision; Data compression ratio; Digital storage; Display devices; Human computer interaction; Image coding; Image compression; Matrix algebra; Probability density function; Redundancy; Scales (weighing instruments); Signal encoding; Spatio-temporal data; Video recording; Video signal processing; Visual communication; Gaze-aware video compression; Genetic optimization; Genetic-algorithm optimizations; Near-eye display; Non-uniform quantization; Non-uniform quantization matrix; Quantization matrix; Saliency modeling; Spatio-frequency; Spatio-frequency saliency modeling; Encoding (symbols)","Conference paper","Final","","Scopus","2-s2.0-105027932090"
"Geracitano J.; Mendis K.; Shea C.M.; Yu F.; McSwain D.; Khairat S.","Geracitano, John (59367225200); Mendis, Kaushalya (59983251600); Shea, Christopher M (12795355700); Yu, Fei (57210796613); McSwain, David (58978380800); Khairat, Saif (36647618300)","59367225200; 59983251600; 12795355700; 57210796613; 58978380800; 36647618300","User perceptions and preferences for GeoHealth tools: A qualitative focus group study of non-expert and expert users","2026","Digital Health","12","","","","","0","10.1177/20552076261415910","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030702063&doi=10.1177%2F20552076261415910&partnerID=40&md5=5c60f805a2e2ae24ce94c64fc66a4580","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105030702063"
"Ortu P.; Saba A.; Valente G.; Navarrini A.; Cabras A.; Caocci R.; Montisci G.","Ortu, Pierluigi (57193580243); Saba, Andrea (57197659491); Valente, Giuseppe (36483531300); Navarrini, Alessandro (8599782300); Cabras, Alessandro (57818758000); Caocci, Roberto (58984181900); Montisci, Giorgio (6602557171)","57193580243; 57197659491; 36483531300; 8599782300; 57818758000; 58984181900; 6602557171","A New Low-Noise Power Stage for the GAIA LNA-Biasing Board in Next-Generation Cryogenic Receivers","2026","Electronics (Switzerland)","15","2","482","","","0","10.3390/electronics15020482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028597760&doi=10.3390%2Felectronics15020482&partnerID=40&md5=138a66eeb9491082d43c6a2ae6bbffe2","Arsenic compounds; Astrophysics; Bias currents; Bias voltage; Cryogenic equipment; Electric power supplies to apparatus; Electric power systems; High frequency amplifiers; Low noise amplifiers; Millimeter waves; Monolithic microwave integrated circuits; Power amplifiers; Radio interference; Radio receivers; Terahertz waves; Cryogenic receiver; Interference mitigation; Linear regulators; Low-noise power supply; Lower noise; Monolithic microwave integrated circuit biasing; Monolithics; Noise power; Power supply; Radio frequency interference; Radio frequency interference mitigation; W  bands; Radio astronomy","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028597760"
"Donadel F.; Zaidi A.Z.; Menciassi A.; Paterno L.","Donadel, Federico (59680093800); Zaidi, Ahmed Z. (59403806500); Menciassi, Arianna (7004244810); Paterno, Linda (57200370355)","59680093800; 59403806500; 7004244810; 57200370355","3D-Printed Volume Adjustable Socket for Above-Knee Prostheses","2026","IEEE Robotics and Automation Letters","11","4","","4673","4680","0","10.1109/LRA.2026.3662558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030028334&doi=10.1109%2FLRA.2026.3662558&partnerID=40&md5=65bfb18cefa017d041a4d96c24591d53","Artificial limbs; Closed loop control systems; Failure (mechanical); Hazardous materials; Joints (anatomy); Robotics; Suspensions (components); Wearable sensors; Above-knee prosthesis; Actuation mechanism; Adaptive socket; Interface pressure; Joint mechanism; Prosthetic and exoskeleton; Residual limb volume fluctuation; Residual-limb volumes; Volume fluctuations; Wearable robotics; Knee prostheses","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105030028334"
"Guseva E.; Shevchenko A.; Golubev V.","Guseva, Evgeniya (57566581000); Shevchenko, Alexey (57211860390); Golubev, Vasily (56290013800)","57566581000; 57211860390; 56290013800","Numerical Simulation of 3D Marine Seismic Exploration on HPC Systems","2026","Communications in Computer and Information Science","2815 CCIS","","","242","254","0","10.1007/978-3-032-15761-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030130063&doi=10.1007%2F978-3-032-15761-4_17&partnerID=40&md5=1a6d287f17210f7ce47ab04075d66a06","Geological surveys; Inverse problems; Offshore oil well production; Offshore petroleum prospecting; Oil bearing formations; Parallel algorithms; Seismic prospecting; Seismology; Supercomputers; Wave propagation; Anticlinal trap; Arctic regions; Characteristic method; Full-scale models; Grid-characteristic method; High performance computing systems; Marine seismology; Seismic exploration; Seismic surveys; Supercomputer technologies; Message passing","Conference paper","Final","","Scopus","2-s2.0-105030130063"
"Irfan M.; Soni S.; Evangeline I.; Kumar A.; Hooda J.","Irfan, Mohammad (57221767823); Soni, Samiksha (60417962300); Evangeline, Ida (60417861700); Kumar, Alok (60417861800); Hooda, Jayant (57221761331)","57221767823; 60417962300; 60417861700; 60417861800; 57221761331","Crafting Loyalty in the Age of Personalization: A Strategic Inquiry Into Customization and Consumer Commitment","2026","Modern Consumer Behavior at the Intersection of AI and Social Media","","","","225","252","0","10.4018/979-8-3373-2747-1.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031201234&doi=10.4018%2F979-8-3373-2747-1.ch009&partnerID=40&md5=d08e00adffc5a46267566b8958ee16f4","Commerce; Purchasing; User interfaces; Adaptive user interface; Consumer expectations; Consumer loyalty; Customers' satisfaction; Customisation; Customized products; Data-driven approach; Digital marketplace; Personalizations; Product offerings; Customer satisfaction","Book chapter","Final","","Scopus","2-s2.0-105031201234"
"Li X.; Zhang H.; Li G.","Li, Xiaoying (57193350458); Zhang, Haoyu (58612574400); Li, Guangran (59522136700)","57193350458; 58612574400; 59522136700","A Three-Stage Visual Training Evaluation Based on the METUX Model: Motivation, Engagement, and Well-Being","2026","International Journal of Human-Computer Interaction","","","","","","0","10.1080/10447318.2026.2638553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032895569&doi=10.1080%2F10447318.2026.2638553&partnerID=40&md5=170e83cc5c724f874d364fa8027976d8","Design of experiments; Eye controlled devices; Eye movements; Eye tracking; Statistics; User experience; User interfaces; Visual communication; Visual servoing; Engagement; Motivation, engagement, and thriving in user experience; Proactive visual training; Progressive experimental design; Training design; Training evaluation; User experience model; Users' experiences; Visual trainings; Well being; Motivation","Article","Article in press","","Scopus","2-s2.0-105032895569"
"Wang Y.; Zhao X.","Wang, Yiwen (60380485800); Zhao, Xi (55705146800)","60380485800; 55705146800","Input-output modalities in augmented reality: a two-dimensional survey of human-computer interaction; [输入输出双视角下的增强现实人机交互技术综述]","2026","Journal of Image and Graphics","31","2","","0349","0373","0","10.11834/jig.250197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029887983&doi=10.11834%2Fjig.250197&partnerID=40&md5=d124e3eaaa14f0d37f04c3ec53224450","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105029887983"
"Broach Z.; Ellams D.; Rockett E.; Bravin A.; Delamore P.","Broach, Zowie (58972926700); Ellams, Dawn (57205733436); Rockett, Eleanor (59337878300); Bravin, Andrew (60494263600); Delamore, Philip (21738921700)","58972926700; 57205733436; 59337878300; 60494263600; 21738921700","Requirements to Enable Future “METAVERSE” Revenue Streams for Emerging Fashion Designers","2026","Digital Fashion: Artificial Intelligence, Virtual, and Other Emerging Applications","","","","204","214","0","10.1201/9781003594482-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032595021&doi=10.1201%2F9781003594482-19&partnerID=40&md5=efe0684aa7c312602244f2435095498f","Binary alloys; Electronic commerce; Game design; Industrial research; Interactive computer graphics; Market Research; Potassium alloys; Brand identity; Digital interfaces; Digital markets; Fashion design; Fashion designers; Fashion industry; Metaverses; Property; Revenue streams; Video-games; Product design","Book chapter","Final","","Scopus","2-s2.0-105032595021"
"Won D.; Hong K.; Lee D.; Lee H.; Bang H.","Won, Dongshik (58981157600); Hong, Kyungwoo (57193532021); Lee, Dongwoo (55698903600); Lee, Heoncheol (24492043700); Bang, Hyochoong (7102318037)","58981157600; 57193532021; 55698903600; 24492043700; 7102318037","In-Orbit Validation of a Heterogeneous COTS Architecture for Onboard AI: System-Level Operational Vulnerabilities and Failure Pathways","2026","International Journal of Aeronautical and Space Sciences","","","","","","0","10.1007/s42405-026-01130-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031090761&doi=10.1007%2Fs42405-026-01130-w&partnerID=40&md5=878bf19a45106309b1fb4ea6fe3f38a5","Computer architecture; Digital storage; Failure (mechanical); Failure modes; Fighter aircraft; Network architecture; Network security; Open source software; Open systems; Outages; Programmable logic controllers; System-on-chip; Commercial off the shelves; Commercial off-the shelves; Commercial-off-the-shelf; Heterogeneous; In-orbit; In-orbit demonstration; NVIDIA jetson; Onboard computing; System levels; Vulnerability; Architecture","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031090761"
"Karpov A.; Dorofeev O.; Smirnova Y.; Kulibaba I.; Beresneva Y.","Karpov, Alex (54796713100); Dorofeev, Oleg (60508619800); Smirnova, Yuliya (59238129400); Kulibaba, Irina (58078395900); Beresneva, Yana (58853801900)","54796713100; 60508619800; 59238129400; 58078395900; 58853801900","Hardware and software system for adaptive precision agriculture management within the consolidation of modern agrotechnologies in the crop production sector of the Kyrgyz Republic","2026","Frontiers in Computer Science","8","","1763420","","","0","10.3389/fcomp.2026.1763420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032825458&doi=10.3389%2Ffcomp.2026.1763420&partnerID=40&md5=fdb10db61f567714e9908cc307aa0ab5","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105032825458"
"Silva J.; Portela F.; Rodrigues R.","Silva, José (60416483300); Portela, Filipe (57194071672); Rodrigues, Ricardo (58825729900)","60416483300; 57194071672; 58825729900","Integration of Life Cycle Assessment and Digital Product Passport in the Textile Industry: A Modular Architecture Proposal","2026","Communications in Computer and Information Science","2792 CCIS","","","146","160","0","10.1007/978-3-032-16851-1_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031171979&doi=10.1007%2F978-3-032-16851-1_11&partnerID=40&md5=5135a5bfe2ec563ad30713094af4ed79","Architecture; Computer architecture; Data acquisition; Data visualization; Information management; Integration; Life cycle; Life cycle assessment; Sustainable development; Textiles; Digital architecture; Digital product passport; Digital products; Environmental sustainability; Modular architectures; Modulars; Real time data acquisition; Systems architecture; Systems support; Textile sector; Data integration; Textile industry","Conference paper","Final","","Scopus","2-s2.0-105031171979"
"Dengusiak M.; Ziolkowski J.","Dengusiak, Michal (60077362900); Ziolkowski, Jakub (60077095500)","60077362900; 60077095500","Introducing SAM_Mollier: An Open-Source Tool for Psychrometric HVAC Analysis","2026","Lecture Notes in Civil Engineering","796 LNCE","","","693","708","0","10.1007/978-3-032-14019-7_51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031741320&doi=10.1007%2F978-3-032-14019-7_51&partnerID=40&md5=5ecb66479ef229dcd66d907d1b30f9e4","Data Sharing; Digital storage; HVAC; Open systems; User interfaces; Data storage; Design and analysis; Humidity ratio; HVAC system; Mollier; Open source projects; Open source tools; Psychrometrics; Thermodynamic fields; Thermodynamics property; Enthalpy","Conference paper","Final","","Scopus","2-s2.0-105031741320"
"Lin Y.-H.; Lee C.-H.; Chang C.-C.","Lin, Yu-Hsun (55180352400); Lee, Chu-Hsuan (57189590700); Chang, Chen-Chi (35487037600)","55180352400; 57189590700; 35487037600","Human-Centered AI for EcoMuseum Experience Enhancement: A RAG and UGC-Based Cultural Tour Chatbot Design","2026","International Journal of Human-Computer Interaction","","","","","","0","10.1080/10447318.2026.2639666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105033015005&doi=10.1080%2F10447318.2026.2639666&partnerID=40&md5=99a17617f88b86e7562b29ae8f6f3d4d","Human computer interaction; Information retrieval; Knowledge based systems; Query processing; User centered design; User experience; User interfaces; Ecomuseum; Guide system; Human-centered AI; Language model; Large language model; Multi-Sources; Real- time; Retrieval-augmented generation; User-generated; User-generated content; Search engines","Article","Article in press","","Scopus","2-s2.0-105033015005"
"Ladakis I.; Guillen-Sanz H.; Xanthopoulou D.; Chouvarda I.","Ladakis, Ioannis (57221763830); Guillen-Sanz, Henar (57889352700); Xanthopoulou, Despoina (57189618374); Chouvarda, Ioanna (6603613668)","57221763830; 57889352700; 57189618374; 6603613668","Design and Proof-of-Concept Evaluation of a Gamified Virtual Reality System for Short-Term Work Stress Reduction","2026","IEEE Access","14","","","30164","30185","0","10.1109/ACCESS.2026.3667389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031509022&doi=10.1109%2FACCESS.2026.3667389&partnerID=40&md5=51ae42dfb877468dc8a10a671b0001e6","Biofeedback; Employment; Heart; Occupational risks; Personnel; User experience; User interfaces; Virtual environments; Concept evaluation; Heart-rate; Occupational stress; Proof of concept; Real- time; Stress prediction; Stress reduction; Users' experiences; Virtual reality system; Work stress; Virtual reality","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031509022"
"Shrestha K.; Karuppiah A.; Lua J.; Walthers M.; Yan J.; Guay I.; Phan N.","Shrestha, Kalyan (57921221100); Karuppiah, Anand (57204110698); Lua, Jim (6602002584); Walthers, Mark (57852081500); Yan, Jinhui (56152866400); Guay, Ian (57222416353); Phan, Nam (14519702700)","57921221100; 57204110698; 6602002584; 57852081500; 56152866400; 57222416353; 14519702700","SMARTCLAVE: A High-Fidelity Digital Twin for Predicting Process-Induced Local Defects and Distortion of Autoclave-Cured Composite Parts","2026","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026","","","","","","0","10.2514/6.2026-1081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031182997&doi=10.2514%2F6.2026-1081&partnerID=40&md5=a6df1441d188d6a874fbdeab91d5e036","Autoclaves; Aviation; Defects; Dynamics; Fiber reinforced plastics; Graphical user interfaces; Heat transfer; Autoclave curing; Composite components; Composite parts; Fibre-reinforced composite; Heat transfer co-efficients; High-fidelity; Local defects; Local distortion; Material response; Thermal; Curing","Conference paper","Final","","Scopus","2-s2.0-105031182997"
"Luppchristopher.lupp@us.af.mil C.A.; Kao J.Y.; Novotny N.; Wontor T.; Xu A.; Singleton J.; Sandler D.A.","Luppchristopher.lupp@us.af.mil, Christopher A. (60415849800); Kao, Jason Y. (56735516300); Novotny, Neal (57219256311); Wontor, Timothy (60415423300); Xu, Alexander (59176036800); Singleton, James (60415423400); Sandler, David A. (57201393337)","60415849800; 56735516300; 57219256311; 60415423300; 59176036800; 60415423400; 57201393337","A Theoretical Foundation and Practical Demonstration of Integrating MDO, MBSE and the Digital Thread","2026","AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026","","","","","","3","10.2514/6.2026-1608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031078649&doi=10.2514%2F6.2026-1608&partnerID=40&md5=5c9575ad14788a54f2eb7c59a1f78ad4","Aerospace vehicles; Aviation; Design aids; Information systems; Information use; Analysis models; Analysis/design; Design and optimization; Design models; Engineering analysis; Model-based system engineerings; Multi-disciplinary analysis; Multi-disciplinary designs; Multi-disciplinary optimizations; Theoretical foundations; Data integration","Conference paper","Final","","Scopus","2-s2.0-105031078649"
"Bravo G.; Sifuentes E.; Puentes-Conde G.M.; Enríquez-Aguilera F.; Cota-Ruiz J.; Díaz-Roman J.; Castro A.","Bravo, Gabriel (57191896581); Sifuentes, Ernesto (21934813500); Puentes-Conde, Geu M. (59960726400); Enríquez-Aguilera, Francisco (58554227300); Cota-Ruiz, Juan (54924566000); Díaz-Roman, Jose (59696049500); Castro, Arnulfo (24483046900)","57191896581; 21934813500; 59960726400; 58554227300; 54924566000; 59696049500; 24483046900","Timer-Based Digitization of Analog Sensors Using Ramp-Crossing Time Encoding","2026","Technologies","14","1","72","","","0","10.3390/technologies14010072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029082367&doi=10.3390%2Ftechnologies14010072&partnerID=40&md5=493cf5622e897b654a32644957fe6a52","Comparator circuits; Digital to analog conversion; Optical variables measurement; Quantization (signal); Ramp generators; Sensor nodes; Signal encoding; Signal reconstruction; Time domain analysis; Timing circuits; Analog-to-time conversion; Embedded instrumentation; Ramp crossing; Sensor interface; Signal-processing; Time based; Time conversions; Time-based signal processing; Timer capture; Timer-based; Comparators (optical)","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029082367"
"Sasikala S.; Kavitha V.","Sasikala, S. (60403747400); Kavitha, V. (57899667700)","60403747400; 57899667700","Exploring of AI-Powered Application in Chatbots for Future Development","2026","Real-Time Artificial Intelligence (AI): Key Motivations, Technologies, Platforms, and Use Cases","","","","287","320","0","10.1201/9781998511358-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030417973&doi=10.1201%2F9781998511358-10&partnerID=40&md5=107cf5ea9643f728a85ebfe3e7884fa6","Behavioral research; Chatbots; Cutting; Efficiency; Electronic commerce; Ethical aspects; Human computer interaction; Intelligent agents; Natural language processing systems; Technological forecasting; Transparency; User experience; User interfaces; Chatbots; Customer-service; Dialogue management; Efficient communications; Ethical issues; Language processing; Natural communication; Neural-networks; Pretrained; Technological growth; Artificial intelligence","Book chapter","Final","","Scopus","2-s2.0-105030417973"
"Li Y.; Zhao J.; Geng Y.","Li, Yaru (60143936700); Zhao, Junyang (60385287700); Geng, Yi (60342245600)","60143936700; 60385287700; 60342245600","Mathematical Modeling and Digital System Design for Space-Based Camera Imaging and Detection Links","2026","Proceedings of SPIE - The International Society for Optical Engineering","14000","","140001Q","","","0","10.1117/12.3092255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027933795&doi=10.1117%2F12.3092255&partnerID=40&md5=357d3ca77a5a326bccd73e352987161e","Conformal mapping; Design; Object detection; Optical data processing; Optical systems; Simulation platform; Space flight; Systems analysis; Video cameras; Construction requirements; Digital construction; Digital system; Digital system design; Imaging and detection; Mathematical modeling; Modelling systems; Research object; Space based optical systems; Space-based; Distribution functions","Conference paper","Final","","Scopus","2-s2.0-105027933795"
"Thodis A.; Dang T.H.; Wickramasinghe N.; Ulapane N.; Cooper C.; Dow B.; Mortimer D.S.; Nguyen T.A.; Xiao L.D.; Antoniades J.; Gilbert A.S.; Enticott J.; Gurgone M.; Varghese M.; Loganathan S.; Brijnath B.","Thodis, Antonia (55645698800); Dang, Thu Ha (57194342732); Wickramasinghe, Nilmini (12795213000); Ulapane, Nalika (53878998500); Cooper, Claudia (10243664700); Dow, Briony (24477237900); Mortimer, Duncan Stuart (9249818100); Nguyen, Tuan Anh (58263505200); Xiao, Lily Dongxia (56011029900); Antoniades, Josefine (55280004700); Gilbert, Andrew Simon (55887965800); Enticott, Joanne (55183598600); Gurgone, Mary (57915810000); Varghese, Mathew (35410779700); Loganathan, Santosh (18434754200); Brijnath, Bianca (24757859100)","55645698800; 57194342732; 12795213000; 53878998500; 10243664700; 24477237900; 9249818100; 58263505200; 56011029900; 55280004700; 55887965800; 55183598600; 57915810000; 35410779700; 18434754200; 24757859100","Draw-Care, a Co-Designed Multilingual Digital Intervention for Family Carers of People Living With Dementia From Ethnically Diverse Communities: User-Testing Study","2026","JMIR Formative Research","10","","e81128","","","0","10.2196/81128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032677699&doi=10.2196%2F81128&partnerID=40&md5=5ea5e5d95564830eb65852cfce10223d","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105032677699"
"Tikka P.; Karjalainen J.; Alesani A.; Goriachev V.","Tikka, Petri (57221682090); Karjalainen, Jaakko (53979892900); Alesani, Andrea (60374955800); Goriachev, Vladimir (57208180400)","57221682090; 53979892900; 60374955800; 57208180400","Large Language Model Hallucination Mitigation in Three Industrial Use Cases","2026","IEEE Access","14","","","25564","25576","0","10.1109/ACCESS.2026.3659997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029541453&doi=10.1109%2FACCESS.2026.3659997&partnerID=40&md5=7832c47eaf68b95be7839383ef9e41c5","Computational linguistics; Decision making; Intelligent robots; Internet of things; Query languages; Security systems; Artificial intelligent; Distributed situation awareness; Hallucination; High confidence; Industrial use case; Language model; Large language model; Robot sensors; Situation awareness; Statistic modeling; Safety engineering","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029541453"
"Lo P.-C.; Huang Y.-Z.; Wang T.-T.; Chu W.-C.; Lin H.-H.","Lo, Pai-Chiao (57202494442); Huang, Yong-Zhi (60428388700); Wang, Tai-Tien (24475675900); Chu, Wei-Chia (57463890300); Lin, Hsi-Hung (60428522200)","57202494442; 60428388700; 24475675900; 57463890300; 60428522200","Remote Sensing and Ground LiDAR Scanning-Assisted Landslide Investigations: Lessons Learned from Example Nearby Southern Cross-Island Highway in Taiwan","2026","Lecture Notes in Civil Engineering","784 LNCE","","","125","133","0","10.1007/978-981-95-4263-5_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031489330&doi=10.1007%2F978-981-95-4263-5_13&partnerID=40&md5=c8ad18ab40591cc74f763795722027db","Digital elevation model; Digital instruments; Geological surveys; Landforms; Mapping; Photography; Remote sensing; Rock mechanics; Cloud modeling; Digital surface model; Digital surface models; Landslide investigation; Light detecting and ranging; Near ranges; Near-range photography; Point cloud model; Point-clouds; UAV-based photography; Landslides","Conference paper","Final","","Scopus","2-s2.0-105031489330"
"Benay M.R.; Baker D.M.","Benay, Megan R. (60512333100); Baker, Dana M. (59668146500)","60512333100; 59668146500","User-Unfriendly: Examining IEP User Experience","2026","Journal of Special Education Technology","","","","","","0","10.1177/01626434261435257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105033104098&doi=10.1177%2F01626434261435257&partnerID=40&md5=d82904468062e33adf4eda0bdac97d9a","","Article","Article in press","","Scopus","2-s2.0-105033104098"
"Nakatani M.; Kakehi Y.; Hiura S.","Nakatani, Masashi (10239735700); Kakehi, Yasuaki (8316381200); Hiura, Shinsaku (6603918223)","10239735700; 8316381200; 6603918223","Digital Fabrication of Shitsukan","2026","Shitsukan—Understanding and Manipulating Material and Quality Perception","","","","265","289","0","10.1007/978-981-95-4762-3_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032062938&doi=10.1007%2F978-981-95-4762-3_13&partnerID=40&md5=db50e240ca6bc3ceaaf0ba0014be392e","Fabrication; Haptic interfaces; Interfaces (materials); Structural design; Tactile sensors; Textures; Digital fabrication; Dynamic design elements; Fabrication Technologies; Flexible deformation; Haptic feedbacks; Interactive functions; Materials quality; Real-world; Refractive-index modulation; Tactile sensation; Conductive materials","Book chapter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105032062938"
"Chen G.; Wang C.","Chen, Guanlin (59960989300); Wang, Changqiao (60365322400)","59960989300; 60365322400","Digital Interactive System Design for Elderly Learning of Wing Chun Based on MediaPipe and TouchDesigner","2026","Lecture Notes in Computer Science","16340 LNCS","","","36","51","0","10.1007/978-3-032-13022-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029053802&doi=10.1007%2F978-3-032-13022-8_4&partnerID=40&md5=a7e32d715dc15bbe13cdc5a89cc45ecb","Arts computing; Computer aided instruction; E-learning; Health risks; Interactive computer systems; Learning systems; Motion tracking; Systems analysis; User experience; User interfaces; Action recognition; Computer interaction; Digital-learning; Elderly; Interactive system; Martial art; Memory enhancement; Older adults; System usability; Wing chun; Human computer interaction","Conference paper","Final","","Scopus","2-s2.0-105029053802"
"Yan L.; Liu S.; Deng X.","Yan, Ling (60347724000); Liu, Songling (60347495100); Deng, Xiaohong (60347334800)","60347724000; 60347495100; 60347334800","Research on Age-Appropriate UI Design of Smart Home Products Based on Visual Cognition and Internet of Things Technology","2026","Lecture Notes in Computer Science","16342 LNCS","","","453","466","0","10.1007/978-3-032-13164-5_29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028362167&doi=10.1007%2F978-3-032-13164-5_29&partnerID=40&md5=2707ca412103fcad4277f2cc1cd2b59d","Behavioral research; Big data; Cognitive systems; Internet of things; Medical computing; Smart devices; Smart homes; Age-appropriate UI design; Health products; Home products; Internet of things technologies; Population aging; Smart home product; Smart homes; UI designs; Visual Cognition; Well being; Product design","Conference paper","Final","","Scopus","2-s2.0-105028362167"
"Rizvi N.R.; Ahmad M.; Shafique A.; Heidari H.; Weides M.; Imran M.A.; Jafri A.R.","Rizvi, Naheel Raza (60374913000); Ahmad, Meraj (57214109004); Shafique, Arslan (57203429130); Heidari, Hadi (55880118300); Weides, Martin (14025132700); Imran, Muhammad Ali (58153251900); Jafri, Atif Raza (35096423600)","60374913000; 57214109004; 57203429130; 55880118300; 14025132700; 58153251900; 35096423600","A Survey of Microwave-Implemented Superconducting Qubit Control and Readout Circuits","2026","IEEE Transactions on Quantum Engineering","7","","6000152","","","0","10.1109/TQE.2026.3659400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029574237&doi=10.1109%2FTQE.2026.3659400&partnerID=40&md5=516c720aa53f1d985e9c230fbc4663e5","Architectural design; Computer architecture; Computer hardware; Cryogenics; Error correction; Hardware-software codesign; Integrated circuit design; Integrated circuit interconnects; Integrated circuit manufacture; Microwave circuits; Monolithic integrated circuits; Quantum efficiency; Quantum noise; Qubits; Signal analysis; Anharmonicities; Control circuits; Power-efficiency; Pulse-shaping; Quantum control; Quantum error corrections; Quantum readout; Signal-processing; Superconducting qubits; Trade off; Budget control; Pulse shaping","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029574237"
"Athanasiadou D.; Leonidis A.; Korozi M.; Antona M.; Stephanidis C.","Athanasiadou, Despoina (60347414100); Leonidis, Asterios (35102482700); Korozi, Maria (35102448200); Antona, Margherita (11241082800); Stephanidis, Constantine (7004072937)","60347414100; 35102482700; 35102448200; 11241082800; 7004072937","A Web-Based System for Comprehensive and Accessible Navigation to Exhibits of a Virtual Museum","2026","Communications in Computer and Information Science","2772 CCIS","","","204","214","0","10.1007/978-3-032-12767-9_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028363133&doi=10.1007%2F978-3-032-12767-9_22&partnerID=40&md5=a184c8a51729742b1872dc11ce2266eb","Historic preservation; Multimedia systems; Museums; Navigation; Virtual reality; Web Design; Accessible web design; Cultural heritages; Inclusive design; Keyboard navigation; Screen reader compatibility; Screen readers; User-centred; Virtual museum; Web content accessibility guideline; Web content accessibility guidelines; User centered design","Conference paper","Final","","Scopus","2-s2.0-105028363133"
"Amer M.M.; Ali A.M.; Alsaud S.N.; Ar Rushood I.S.","Amer, M.M. (57139947600); Ali, A.M. (57191646333); Alsaud, S.N. (60421894600); Ar Rushood, I.S. (57206485956)","57139947600; 57191646333; 60421894600; 57206485956","Third-Party Systems Integration and the Role of API Governance","2026","IPTC Summit on AI for the Energy Industry, IPTC 2026","","","","","","0","10.2523/IPTC-25215-MS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031451076&doi=10.2523%2FIPTC-25215-MS&partnerID=40&md5=a753c693dd0746d6d191d040aa7597ee","Application programming interfaces (API); Distributed computer systems; Integration; Interoperability; Application integration; Business continuity; Development programmes; Digital solutions; End to end; Interface development; Multiple services; System integration; Third party application (Apps); Third party systems; Data integration","Conference paper","Final","","Scopus","2-s2.0-105031451076"
